generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
16,90,0.7335,0.0488,0.5655,11,3.4568993162031205,1.2766309507428915,1.1605367309204575
16,90,0.7335,0.0488,0.5655,11,3.6980813910246875,1.5601410344121571,1.0758807132250605
16,90,0.7955,0.0435,0.5655,11,4.244049874190955,2.2588075584604064,0.7704846314610957
16,90,0.7955,0.0488,0.5655,11,4.394935132129366,2.349221836507663,0.891426591243406
16,90,0.7335,0.0248,0.5655,11,4.408172160458681,2.4323104684957806,0.7517233839258014
16,90,0.7335,0.0488,0.5655,11,4.548435984647127,1.8700039710313205,2.1568640272316126
16,90,0.7335,0.0488,0.5655,11,4.554040597774401,2.66706558533132,0.5739500248861626
16,90,0.7335,0.0488,0.5655,11,4.896384932450364,2.7094981708395705,1.1737735232215878
16,90,0.7335,0.0488,0.5655,11,5.163265397294072,2.839662546341938,1.4472057019042692
16,90,0.7335,0.0488,0.5655,11,5.673287431197689,3.140887600155987,1.8647996620834064
16,90,0.7335,0.0488,0.5655,11,5.713748050567457,3.763154366684567,0.7011873677657795
16,90,0.7335,0.0488,0.5655,11,6.849567231271346,4.4346140671939835,1.6299063281547228
16,90,0.7335,0.0488,0.5655,11,3.0060314647640474,1.1458805284181786,0.5203018726917373
16,90,0.7335,0.0488,0.5655,11,3.046624359634084,1.2627125674903752,0.3678235842874169
16,90,0.7335,0.0488,0.5655,11,3.242186239715415,1.4854824899672383,0.3134074994963524
16,90,0.7955,0.0488,0.5655,11,3.2758440451283937,1.2353666539577368,0.8809547823413136
16,90,0.7335,0.0488,0.5655,20,3.4620980787075024,1.5634166593686167,0.5973628386777712
16,90,0.7335,0.0488,0.5655,11,3.544516233644022,1.7210417839496632,0.4469488993887179
16,90,0.7335,0.0488,0.5655,11,3.787797188898476,1.8459387951545274,0.6837167874878967
16,90,0.7335,0.0488,0.5655,20,3.84683183731568,1.8926578665986102,0.7083479414341392
16,90,0.7335,0.0432,0.5655,11,4.039882870286913,2.108087218969679,0.6635913026344668
16,90,0.7335,0.0488,0.5655,11,4.062638738970675,2.3063743463774316,0.31252878518648686
16,90,0.7335,0.0488,0.5655,11,4.158225523127379,2.342428110872921,0.43159482450891473
16,90,0.7335,0.0488,0.5655,11,4.658368003567938,2.3397414109378567,1.4372531852601633
16,90,0.7335,0.0488,0.5655,11,4.787153231271706,2.6391341130578496,1.0960382364277108
16,90,0.7335,0.0488,0.5655,11,5.302125988780043,3.4085095671433305,0.5872328432734256
16,90,0.7955,0.0435,0.5655,11,5.603487241792557,3.1783434845553926,1.6502875144743272
16,90,0.7335,0.0488,0.5655,20,2.2861431519856144,0.48653564433386737,0.3992150153034938
16,90,0.7955,0.0488,0.5655,11,3.0746335647292597,1.2684596657126452,0.41234779803322896
16,90,0.7335,0.0488,0.5655,20,3.086933397788422,1.4153124912427302,0.14324181309138348
16,90,0.7335,0.0488,0.5655,20,3.1050921679348633,0.9214813299601635,1.1672216759493999
16,90,0.7335,0.0488,0.5655,11,3.422135798599074,1.5266386972869732,0.590994202624201
